text,sentiment
gak usah pakai aplikasi lagi makin sini makin pelit promo layan sampah pesan makan pakai layan hemat malah dapet kurir ngedumel gak jelas langgan pesan gak lengkap gak kasih alat makan kapok mending pindah kompetitor belah promonya limpah drivernya jauh lebih ramah aplikasi gak auto uninstall,negative
gojek cepaat tunggu menit kelar jadi nambah nunggu menit kelarnambah menit berapa menit tuh jumlah gojek hitung gak bayar udah beda loh sampaisy nulis masih posisi tunggu loh menit dua nambah parah gemblung,negative
maaf rute nya muter muter padahal deket menit malah kasi rute muter muter alhasil makan waktu menit ini ditindaklanjuti masalah juga ngga pilih rute yang saya mau,neutral
csnya gimana sih ada masalah tp chat otomatis,negative
segera baik bulan bulan lalu tampil gofood goride bisa buka blank padahal sinyal bagus buka aplikasi juga lancar segera handle,neutral
hapus aplikasi karena adik proses selesai masalah driver gocar rusak kaca spion mobil hanya edukasi di suspend putus mitra,negative
baik map nya kadang ga benar,positive
parah bangett tlg edukasi drivernya dong kalo mmg ga mau jemput jangan jalan muter buang waktu lebih baik to the point minta cancel,negative
paling setia nemenin kmna,positive
aman cepat banyak sekali kupon yg di guna,positive
terimakasih atas layan nya sekarang mudah lancar untuk guna,positive
gak apk gojek mudah brand baru makin mahal apalgi gofoodnya makin mahal ongkir nya,positive
terimakasih,positive
okeh,positive
saldo gopaya tarik tidak antar tempat tuju kembali saldo gopay,negative
isi gopay ga masuk,neutral
aplikasi taii gw masuk nih aplikasi bilang sinyal gw lemah pdhl kalo pake aplikasi ya kenceng semua sinyal emang aplikasi doang yg lemah kocak anjir jadi gw mau beli makan loadingnya nauzubillah lama,negative
bintang lima gojek,positive
sangat sangat dermawan,positive
yaa aplikasi sangat bantu,positive
thank you gocar all your car are pretty clean and fancy appreciate it,positive
mantap aplikasi gojek nya sangat bantu banget developer,positive
cepat mantap,positive
turun driver gocar krn ktnya takut bintang langgan mmg spt pdhl cuma tanya knp lama trimakasih,positive
per fek,positive
mudah customer kalau mau pergi sampe depan rumah masuk gang,positive
joooosss buat gojek,positive
tingkat terus layan kualitas aplikasi yg lebih maju modern kak admin bagaimana y notifikasi go pay pribadi tagih aplikasi gameplay bantu untuk hilang tagih bagaimana untuk mng hilang nya spya tdk kena potong ada saldo masuk yg sdg tagih yg otomatis potong terima kasih ya kak admin gopay,positive
banyak oknum driver ambil order gak jalan tempat chat gak di bales tiba offline,negative
cepat kunci efektitifitas,positive
aplikasi utama hpku antar berangkat pulang kerja,positive
gopay paylater knp gak di pakai beli pulsa qris,negative
sat set cepat,positive
selamat pagi pak bu usaha gojek aplikasi gojek customer ada promo semenjak banding lah sistem gojek aplikasi playstore di baik dan food restoran kasih promo customer ya pak bu usaha,negative
senang sekali,positive
layan adu respon nya buruk,negative
puas pelayananya,positive
bantu mudah segala perlu,positive
servicenya baik tpi kadang suka dapat yg kurang senyum kurang ramah,positive
top dah,positive
oke sekali,positive
gojek nyaman pesan,positive
terimakasih,positive
bagus,positive
akun selalu gagal kalo verifikasi muka masuk akun,neutral
lumayan bantu aktivitas hari saja terkadang aplikasi erorr tiba lg cari driver koneksi putus padahal kouta banyak jaring penuh pas hasil masuk ke aplikasi malah langsung dapet driver kan gak enak hati sm drivernya jadi bingung mau pilih yg mana,positive
driver y gercep ramah tamah,positive
hadeh semua ni gojek medan mesan makan masa gak dapet gojek sampek coba kali gak dapet,negative
cepet bngt trus bnyak diskon onkir bantu bngt dsaat males kkuar rumah,positive
nyaman,positive
top markotop dimurahin dong gojek nya,positive
puas,positive
ga bayar pake dana,negative
cepet respon nya kalo salah,positive
mantap mudah segala,positive
gajelas sistem gojek dapet driver jauh jauh padahal yang deket sistem nya bobrok gajelas,negative
apk jelek,negative
sangat bagus orang orang saya ketemu rata rata baik banget tambah kan gaji,positive
thank you jek jadi makan,positive
riwayat order go food ga muncul jadi ga komplen,negative
kalau buru jangan pakai gojek dah selalu nyariin driver jauh lama walaupun udah pakai prioritas bayar lebih mahal mending pakai lain aja,negative
gojek ai lop yu,positive
masalah selalu maps masa pesan goofood buat alamat kota bambu driver ada manggis pihak gojek baik masalah saya jadi jalan jauh ambil makan,negative
driver mobil cukup nyaman,positive
okke banget,positive
layan nya sangat puas,positive
bantu sekali gojek,positive
jd andal,positive
sangat bantu mantaps keren,positive
gojek pelit tidak beri promo,negative
kecewa berat,negative
kasih tau para driver go car kalau hubung customer angkat dn chatnya balas ditlpon gk angkat chat gk balas satu posisi gak gerak sengaja kabur titik jemput apa kyak gitu narik gk niat,negative
sulit fitur chat cs telpon,negative
dapet kurir minus akhlak mulu pdhl udah nyoba kota beda benerin adab kurir lu jek gojek,negative
mau ubah titik sulit sekali aplikasi alot,negative
udh bayar ga dateng,negative
kecewa,negative
min adain gojek daerah kalbar khusus nya kabupaten sambas camat tebas dong min please,neutral
sekarang ada diskon jd males gojek,neutral
tempat set lokasi titik jemput otomatis perlu baik beda otomatisasi lajur titik jemput jalan seberang,negative
akurat cepat murah aman nyaman,positive
mau pake gojek niat biar ga cape order makan jauh atau dekat malah pas order lama nyari driver nya gausah jadi driver gojek deh sekali klo pilih,negative
fitur call lo benerin woi susah banget dah nelpon sering putus sinyal lancar benerin dari dulu kaya gitu,negative
bagus pokok mahh,positive
baik,positive
ga solusi banget posisi urgent x pesan x gagal kecewaaa,negative
order makan nga sampe udha bikin lapor ngajelas ada etika baik nga,negative
atas baik n ramah bang driver moga tambah berkah n lancar rezeki terima kasih sy n istri,positive
muas baik,positive
susah bgt dpt driver udh kali tahun gin terus gada kembang,negative
mantap bisa andal semua waktu cepat tanggal konsisten bagus jelas lancar,positive
bagus jalan sedang dekat,positive
oke sip,positive
aplikasi bantu,positive
batu bget,positive
mudah,positive
mudah guna gk ribet mantap,positive
di mudah buat driver deket jangan jauh kasihan drivernya,positive
pesan datang tepat waktu driverantap,positive
udah tengah jam lebih nunggu driver ga dapet dapet padahal udah pake prioritas,negative
nyaman senang,positive
driver kendara dg baik,positive
sukaaaaaa,positive
pakai hemat gatau diri driver menit jemput dicancel banyak tumpang bot jijik,negative
sangat muas makin hari sering pesan lalu gocard makin hari harga nya besar padahal aplikasi promo nya perhatikanagi,negative
klo si gk ush d ksih bintang kecewa bgt banyak bgt kena potong saldo tiba hilang,negative
gojek is a comprehensive super app that offers reliable transportation food delivery digital payment and various on demand services its intuitive interface fast performance and dependable service make everyday activities more convenient and efficient,positive
customermu mulai pindah kuning lihat banget biasa ijo sekarang pada tidak tarik pikirin,negative
layan bagus kendara bersih,positive
kadang susah kadang gampang d baik trus,positive
aplikasi bagus mudah,positive
lebih mudah jalan hari,positive
gojek tuk akun sudah lama aktif hapus cape nih log in pake no baru selalu ga karena no milik operator lama aktif padahal sudah ganti akun no alhasil gojek gopay saya susah log in ujung pake aplikasi belah yg lebih mudah ganti akun masuk no hape aplikasi anak bangsa gimana mau maju klo registrasi ulang sulit,neutral
baik layan konsumen,positive
poko nya mantaaaap,positive
apk selamat nadiem semangat,positive
putus mitra gak aju banding di tolak lebih baik ganti aplikasi saja,negative
bagus layan cepat mantappp,positive
benerin tarif nya kocak,negative
dong pihak gojek kalo emang gak mau bawa jangan ambil kasi orang tunggu ada sangsi buat drever ojol nya,negative
biaya tangan lain di gofood terlalu tinggi bos lama orang orang tinggal,negative
sangat muas pergi mana simpel guna layan nya sangat cepat baik mau aja jadi ga ribet karna aplikasi,positive
goood,positive
sangat bantu butuh kendara online,positive
alhamdulillah drivernya nemuin yg konyol cuma selalu sy ingetin pak kalo mobil bau rokok sy langsung cancel,positive
semua driver ramah cepat,positive
sip sip sip,positive
selalu siap sedia,positive
hemat,positive
terus tingkat beri promo diskon gojek gofood terima kasih,positive
driver goride banyak arogan not bad,negative
mantap gojek sangat bantu masyarakat umum,positive
aplikasi sangat bagus trima kasih atas layan sukses selalu,positive
area kalimantan tiap order batal terus sama system udah laper nyari driver suruh nunggu jam sekali dapet dibatalin habis gak dapet driver udah x nya kayak gin,negative
makin lama tarif makin mahal,positive
bgus,positive
gak liat rating sendiri ngintip hp driver tiba tiba rating padahal gua ngasih cash bilang makasih driver gk tau jalan gw arahin selalu pake helm gw gak tau salah gw mana gak jelas,negative
aplikasi gojek memang bagus,positive
go transit bisa guna hari sangat hambat,negative
mantapppp,positive
sy sangat kecewa sekali aju go pinjam d tolak padahal sy sdh laku lunas lebih awal,negative
sangat bantu tuju lokasi tuju,positive
selalu setia pakai gojek dr awal luncur,positive
sen gocar sampe jam lebih dapet gocar yg minta tambah argo yg jauh banget ke k iyain gk jalan karna yg pulang mama adik yg mau sekolah akhir akhir sen gocar minta k iyain dan gong mama dan adik turunin tengah utan alas klo mau nyampe rumah k karna mama saya gk mau akhir tinggal gitu aja bayangin di tengah utan jam buat mas gocarnya sampean bener bukan manusia sih rangkas,negative
buruk tarif suka naik drstis jam sibuk gerimis hujan sulit cari driver bahkan nolak klo jam sibuk,negative
pesan gocar tarif awal rb bayar pakai gopay tau pas cek riwayat debet rb biaya jasa aplikasi yg ngga ada di awal mesan kok ada biaya sembunyi kaya gin,negative
kapitalis cari driver lama,negative
dgn gojek sgt bantu sy dlm pergi,positive
no bintang ah ga pencet batalin pesan pas sen,negative
driver gojek pakai motor pcx warna hitam plat nomor a nt daerah pandeglang sering buat order fiktif,neutral
kecewa makan tu uang haram,negative
tlpon pihak gojek di wa nada yg tak pantas hina memang gak jelas,negative
bagus banget cocok transportasi,positive
enak pakai butuh,positive
tidak login aplikasi gojek gopay padahal uninstall install dua aplikasi lalu juga hapus cache restart hp aktif gps guna wifi sinyal cukup kencang saldo saya sangkut,negative
driver sering tunda jemput sebgaja jauh titik batal otomatis saya mes kecewa harus tunggu lebih lama sulit lapor tidak sedia fitur lapor driver sengaja main kecewa guna aplikasi,negative
sangat bagus sangat mudah yg mager udh lama pake app ongkirnya malah makin mahal pdhl jarak dekat jadi hrg ongkir lebih mahal x lipat makan yg pesan,positive
smua driver suruh ajar baca maps udah jelas alamat deskripsi lokasi aja gak tau sama banyak tanya,negative
gada kalsel kh,positive
buat apa dian fitur ongkir murah kalo driver gaada yg ambil sama sekali udh kali kaya gin,negative
apk nya sih enak yaa cmn fitur tlpn nya benerin dehhh suka ga jelas gt suara nya pokok kualitas tlpon nya jelek bgt,positive
it is very helpful for my daily commute and makes my journeys feel comfortable,positive
selalu mudah,positive
aplikasi gojek mantap,positive
terima kasih,positive
alhamdulillah allahumma baarik maturnuwun sanget moga makin kembang tuju arah lebih baik,positive
adain fitur share current location,positive
sangat bantu mobilitas,positive
bukak gofood semua mahal apa mahal gak makek gojek saat uinstall,negative
belakang sulit temu driver dekat pada sekitar banyak gojek yabg sedang tunggu order,neutral
sangat ramahh,positive
baik sedikit masuk lokasi kadang kurang akurat mohon diupdate,positive
map drever versi sekarang sangat jelek buruk,negative
jadi ulang driver kendara ngebut nyalip mobil datang mobil lawan arah yg kencang ngejerit sangat bahaya nyawa gojek kasih drivernya training kendara jangan hny gocar goride jg wajib kendara yg layak jasa layan bayar sendiri sama aplikasi,negative
sangat bantu skli,positive
baik baik sering driver gocar terima order tidak gerak bahkan makin jauh sangat rugi konsumen utama sedang buru buru driver ini apa tindak gocar,positive
lama nunggu trus driver suka batalin pesan,negative
lumayan,positive
aplikasi tolol kapok gua pake apk sengaja bikin auto debit malah tarik x duit gua padahal kalo emang duit parkir bandara harus tarik sisa nya bukan total seluruh udah tau awal udah tarik biaya ongkos nya pas tarik x malah auto total biaya seluruh rugi guee,negative
jalan driver tulis tinggal menit sampai jam kemudian sama lacak driver lama banget,negative
lama driver,negative
oke alus weh,positive
jelek banget nih apk tiba tiba menu goctas hilang,negative
bagus,positive
pesan makan selalu enak cepat gojek selalu yg driver ramah,positive
ganggu trs buka gofood cuman loading doang ampe muncul notif koneksi padahal apps lancar,negative
driver yg batalin sampai tuju harus muncul jg aplikasi rembes jd ilang gara gara,positive
ngebantu banget,positive
mantap sukses slalu,positive
aplikasi nya sangat bantu,positive
senang sekali,positive
aplikasi gak jelas eror terus mau sen makan gak saya reting bintang lima biar liat paling atas,positive
mesen kejut gak luar kota harus developer bikin mesen dari luar kota bayar pake qris,negative
sangat batu bayak diskon,positive
sama gojek sy rasa nyaman lama kendara drivernya jg ramah sangat bantu trm ksh,positive
